id,date,sentiment,irony,inferred_occupation,occupation_confidence
1.857323754000372e+18,2024-11-15,NEU,not ironic,freelancer,0.6413637399673462
1.8573207566796764e+18,2024-11-15,NEU,not ironic,influencer,0.9721210598945618
1.8573198165892017e+18,2024-11-15,NEG,not ironic,speaker,0.9940829873085022
1.857317862488392e+18,2024-11-15,POS,not ironic,trader,0.9900714755058287
1.8573176690510152e+18,2024-11-15,NEU,not ironic,writer,0.99223655462265
1.857317172311176e+18,2024-11-15,NEG,ironic,politician,0.9115322828292848
1.8573141242978097e+18,2024-11-15,NEU,ironic,journalist,0.9828170537948608
1.857313950485873e+18,2024-11-15,POS,not ironic,writer,0.9972878098487854
1.857311567194493e+18,2024-11-15,NEU,ironic,designer,0.9953258633613586
1.857311445873992e+18,2024-11-15,NEU,not ironic,freelancer,0.4768383800983429
1.857309376941265e+18,2024-11-15,NEU,not ironic,writer,0.9575437307357788
1.8573087768664804e+18,2024-11-15,NEU,ironic,actress,0.9778155088424684
1.8573087768664804e+18,2024-11-15,NEU,ironic,actress,0.9778155088424684
1.857308709132592e+18,2024-11-15,NEU,not ironic,writer,0.6344636678695679
1.8604694046031547e+18,2024-11-23,POS,not ironic,activist,0.9968700408935548
1.8604554433296136e+18,2024-11-23,NEU,not ironic,editor,0.9931952953338624
1.8604550416662856e+18,2024-11-23,POS,ironic,influencer,0.995093584060669
1.8604464529310848e+18,2024-11-23,POS,not ironic,activist,0.9599437713623048
1.860443222834545e+18,2024-11-23,NEU,ironic,journalist,0.9898179769515992
1.860434581629076e+18,2024-11-23,NEU,not ironic,journalist,0.9985973834991456
1.860428793266979e+18,2024-11-23,NEG,not ironic,hc,0.9012570381164552
1.860426596190159e+18,2024-11-23,NEU,not ironic,blogger,0.8966474533081055
1.8604264428042245e+18,2024-11-23,NEG,not ironic,activist,0.974073052406311
1.860424497582539e+18,2024-11-23,NEG,ironic,activist,0.9937318563461304
1.860421891460039e+18,2024-11-23,NEU,not ironic,activist,0.988791048526764
1.8604218905037745e+18,2024-11-23,NEU,not ironic,writer,0.875259280204773
1.8604185634394936e+18,2024-11-23,NEG,not ironic,researcher,0.9951992034912108
1.860413196860888e+18,2024-11-23,POS,not ironic,activist,0.9968700408935548
1.8604094780149924e+18,2024-11-23,NEG,ironic,influencer,0.9265769720077516
1.860407259764868e+18,2024-11-23,NEG,not ironic,producer,0.989351749420166
1.8604027888128945e+18,2024-11-23,NEG,not ironic,activist,0.974073052406311
1.8603982691276232e+18,2024-11-23,POS,not ironic,podcaster,0.9985844492912292
1.8603981636867443e+18,2024-11-23,NEU,not ironic,writer,0.8595641851425171
1.8603948083904023e+18,2024-11-23,NEG,ironic,speaker,0.7339967489242554
1.8603840391331272e+18,2024-11-23,NEU,not ironic,writer,0.7806799411773682
1.8603833475427487e+18,2024-11-23,NEU,not ironic,writer,0.9969967007637024
1.8603822406113856e+18,2024-11-23,NEG,not ironic,influencer,0.9966346621513368
1.8603702255410668e+18,2024-11-23,NEG,not ironic,activist,0.9969790577888488
1.8603678800737e+18,2024-11-23,NEU,not ironic,writer,0.9969844222068788
1.8603677834872343e+18,2024-11-23,NEU,not ironic,writer,0.9728929400444032
1.8603592488629169e+18,2024-11-23,NEG,ironic,student,0.9852586388587952
1.8603584698800783e+18,2024-11-23,NEG,ironic,freelancer,0.6413637399673462
1.8603526122117865e+18,2024-11-23,NEU,not ironic,writer,0.9051944613456726
1.860346147832808e+18,2024-11-23,NEG,ironic,writer,0.9970038533210754
1.860337607428731e+18,2024-11-23,NEU,not ironic,writer,0.706015408039093
1.8603285273099635e+18,2024-11-23,NEU,ironic,writer,0.9964495301246644
1.8219883081611064e+18,2024-08-09,NEG,not ironic,performer,0.9872565269470216
1.8219879185773327e+18,2024-08-09,NEG,not ironic,strategist,0.9950402975082396
1.8219868223288773e+18,2024-08-09,NEU,not ironic,influencer,0.9930739998817444
1.821986820516934e+18,2024-08-09,NEG,ironic,politician,0.9956114292144777
1.821986598218867e+18,2024-08-09,NEU,ironic,editor,0.9956687092781068
1.8219864593537969e+18,2024-08-09,NEU,ironic,politician,0.9980571269989014
1.821986339056972e+18,2024-08-09,NEG,ironic,writer,0.9618897438049316
1.821986090162733e+18,2024-08-09,NEU,not ironic,writer,0.998002827167511
1.82198480807284e+18,2024-08-09,POS,not ironic,performer,0.96563982963562
1.821983823481221e+18,2024-08-09,NEU,not ironic,activist,0.9785374402999878
1.8219837562926607e+18,2024-08-09,POS,not ironic,politician,0.9744345545768738
1.8219832089318405e+18,2024-08-09,NEG,not ironic,writer,0.9938117861747742
1.821982895910876e+18,2024-08-09,POS,ironic,freelancer,0.8246683478355408
1.821982612803752e+18,2024-08-09,NEG,not ironic,writer,0.9906770586967468
1.8219825681092777e+18,2024-08-09,NEU,not ironic,researcher,0.9958756566047668
1.821982562979607e+18,2024-08-09,NEU,not ironic,performer,0.9952300190925598
1.821982365742469e+18,2024-08-09,NEG,not ironic,influencer,0.9832849502563475
1.8219818048546865e+18,2024-08-09,NEG,not ironic,writer,0.9838964343070984
1.821981542492881e+18,2024-08-09,NEG,not ironic,influencer,0.79207843542099
1.821981478592328e+18,2024-08-09,NEG,ironic,performer,0.9977168440818788
1.8219811345213e+18,2024-08-09,POS,not ironic,performer,0.9723876118659972
1.8219807657748687e+18,2024-08-09,NEU,not ironic,writer,0.981081247329712
1.8219798096326656e+18,2024-08-09,NEU,not ironic,politician,0.9944344758987428
1.8219797484086848e+18,2024-08-09,NEG,ironic,writer,0.962182879447937
1.8219795578740367e+18,2024-08-09,NEU,not ironic,politician,0.9836429357528688
1.8219792935993303e+18,2024-08-09,NEG,not ironic,freelancer,0.9977308511734008
1.8219792917118927e+18,2024-08-09,NEG,ironic,writer,0.9969993233680724
1.821979012031509e+18,2024-08-09,NEU,ironic,influencer,0.8250528573989868
1.821978601849549e+18,2024-08-09,NEG,not ironic,writer,0.867226779460907
1.821978051225514e+18,2024-08-09,NEG,not ironic,politician,0.9666136503219604
1.821977633007268e+18,2024-08-09,NEG,ironic,activist,0.8971878886222839
1.82197719584759e+18,2024-08-09,NEG,not ironic,speaker,0.3256263434886932
1.821976759736398e+18,2024-08-09,NEU,not ironic,researcher,0.9854322075843812
1.821976516793918e+18,2024-08-09,NEU,ironic,speaker,0.932342529296875
1.8219762371093425e+18,2024-08-09,NEU,not ironic,journalist,0.9927055835723876
1.8219760611666785e+18,2024-08-09,NEG,ironic,politician,0.9923207759857178
1.8219754699375496e+18,2024-08-09,NEG,ironic,influencer,0.9024476408958436
1.821975381119005e+18,2024-08-09,NEG,not ironic,producer,0.9954899549484252
1.8219751663203044e+18,2024-08-09,NEU,ironic,host,0.9651925563812256
1.821974905048724e+18,2024-08-09,NEG,not ironic,activist,0.8191415071487427
1.821973861761741e+18,2024-08-09,NEG,not ironic,activist,0.9810124039649964
1.8219729938260247e+18,2024-08-09,POS,not ironic,researcher,0.9900835156440736
1.8219723909912947e+18,2024-08-09,NEG,ironic,influencer,0.3234340846538543
1.821972231033164e+18,2024-08-09,NEG,ironic,therapist,0.9962365627288818
1.8219705423350287e+18,2024-08-09,NEG,ironic,freelancer,0.5899564623832703
1.82197050985855e+18,2024-08-09,POS,not ironic,host,0.9651925563812256
1.8219704527402683e+18,2024-08-09,NEG,not ironic,politician,0.9919538497924804
1.821970212398494e+18,2024-08-09,NEU,not ironic,researcher,0.948455274105072
1.8219700012405064e+18,2024-08-09,NEU,not ironic,writer,0.9934551119804382
1.821969898114864e+18,2024-08-09,NEG,not ironic,founder,0.9949232935905457
1.8219689702721907e+18,2024-08-09,NEU,not ironic,activist,0.926307499408722
1.8219687276022948e+18,2024-08-09,NEG,not ironic,author,0.9974817633628844
1.8219683473425e+18,2024-08-09,NEG,not ironic,journalist,0.9980795383453368
1.8219679792587697e+18,2024-08-09,NEU,ironic,strategist,0.9950402975082396
1.8219677737965944e+18,2024-08-09,NEU,not ironic,influencer,0.8957657814025879
1.821966882431448e+18,2024-08-09,POS,not ironic,journalist,0.9983952641487122
1.821966744858301e+18,2024-08-09,NEG,not ironic,activist,0.959257423877716
1.821964816883577e+18,2024-08-09,POS,not ironic,performer,0.994640052318573
1.821964683982652e+18,2024-08-09,NEG,not ironic,musician,0.9920339584350586
1.821964570090521e+18,2024-08-09,NEU,not ironic,politician,0.9611967206001282
1.8219643414340365e+18,2024-08-09,NEG,ironic,speaker,0.898939847946167
1.8219640955723244e+18,2024-08-09,NEG,ironic,activist,0.9904493689537048
1.8219639735936005e+18,2024-08-09,NEG,ironic,influencer,0.926325023174286
1.82196386043127e+18,2024-08-09,NEU,ironic,entrepreneur,0.9954217672348022
1.8219635488822725e+18,2024-08-09,NEG,ironic,journalist,0.9953421354293824
1.8219633361555407e+18,2024-08-09,NEG,not ironic,writer,0.9494199156761168
1.821963228487836e+18,2024-08-09,NEU,not ironic,journalist,0.992912530899048
1.8219632077933727e+18,2024-08-09,NEU,not ironic,speaker,0.8307352066040039
1.821962615611851e+18,2024-08-09,NEG,ironic,activist,0.9960819482803344
1.821962559001617e+18,2024-08-09,NEG,ironic,influencer,0.991808831691742
1.821962146588316e+18,2024-08-09,NEU,not ironic,developer,0.8862974643707275
1.8219619250659533e+18,2024-08-09,POS,not ironic,performer,0.998091459274292
1.821961858871366e+18,2024-08-09,POS,not ironic,Unknown,0.0
1.821961478485738e+18,2024-08-09,NEG,ironic,chef,0.8685404658317566
1.821961135458865e+18,2024-08-09,NEG,not ironic,speaker,0.9009369015693665
1.821960216205808e+18,2024-08-09,NEG,not ironic,writer,0.9960392713546752
1.821960081006564e+18,2024-08-09,NEU,not ironic,activist,0.959257423877716
1.821959483998036e+18,2024-08-09,POS,not ironic,politician,0.995741069316864
1.821958874922152e+18,2024-08-09,NEG,not ironic,chef,0.9899652600288392
1.821958179762168e+18,2024-08-09,POS,not ironic,designer,0.9344022274017334
1.8125991091418117e+18,2024-07-14,NEG,not ironic,writer,0.6962772011756897
1.812597702074794e+18,2024-07-14,NEU,ironic,veterinarian,0.9880931377410888
1.812597340425114e+18,2024-07-14,NEU,not ironic,freelancer,0.6413637399673462
1.8122334271789957e+18,2024-07-13,POS,not ironic,journalist,0.9834738969802856
1.812231149550269e+18,2024-07-13,POS,ironic,gamer,0.9972768425941468
1.8122289565796152e+18,2024-07-13,NEG,not ironic,writer,0.9981626272201538
1.8122263802745656e+18,2024-07-13,POS,ironic,activist,0.9939430356025696
1.8122122577886615e+18,2024-07-13,NEU,not ironic,writer,0.8602866530418396
1.8121988143563e+18,2024-07-13,POS,ironic,performer,0.7510448694229126
1.812195834072576e+18,2024-07-13,POS,ironic,entrepreneur,0.9964135885238647
1.84211735988186e+18,2024-10-04,POS,not ironic,influencer,0.9819523096084596
1.8421154876116544e+18,2024-10-04,NEU,not ironic,journalist,0.981651782989502
1.84211162866321e+18,2024-10-04,NEG,ironic,podcaster,0.9974733591079712
1.842208961254044e+18,2024-10-04,NEG,ironic,speaker,0.9710289835929872
1.842208691833156e+18,2024-10-04,NEG,not ironic,speaker,0.7550360560417175
1.8422086679044795e+18,2024-10-04,NEG,not ironic,writer,0.9831798672676086
1.8422080298627607e+18,2024-10-04,NEU,ironic,journalist,0.9943915009498596
1.842207997008945e+18,2024-10-04,NEG,ironic,politician,0.9854998588562012
1.842207949411717e+18,2024-10-04,NEU,ironic,writer,0.9164331555366516
1.8422078944120755e+18,2024-10-04,NEG,ironic,podcaster,0.9949392676353456
1.842207499832721e+18,2024-10-04,POS,not ironic,influencer,0.9534202218055724
1.842206961716048e+18,2024-10-04,NEG,ironic,retired,0.8459059596061707
1.8422068924597048e+18,2024-10-04,NEG,not ironic,activist,0.988791048526764
1.842206796280456e+18,2024-10-04,NEU,not ironic,journalist,0.8289431929588318
1.8422067704977736e+18,2024-10-04,NEG,ironic,freelancer,0.6215025782585144
1.842206723521606e+18,2024-10-04,NEU,not ironic,journalist,0.9979372024536132
1.8422066434480783e+18,2024-10-04,NEU,ironic,writer,0.9868593811988832
1.84225558770448e+18,2024-10-04,NEU,not ironic,influencer,0.97895485162735
1.8422555310181583e+18,2024-10-04,POS,not ironic,politician,0.545170247554779
1.8422553595802545e+18,2024-10-04,NEU,not ironic,journalist,0.9670014381408693
1.8422552718690017e+18,2024-10-04,NEU,not ironic,host,0.99515962600708
1.8422551701570191e+18,2024-10-04,NEG,ironic,software engineer,0.9957501888275146
1.8206102912621847e+18,2024-08-05,NEG,not ironic,activist,0.7879221439361572
1.8206097835543352e+18,2024-08-05,POS,not ironic,influencer,0.9718672037124634
1.820609324936213e+18,2024-08-05,NEG,not ironic,activist,0.9970027804374696
1.8206086639642788e+18,2024-08-05,NEU,ironic,performer,0.6127778887748718
1.8206081839891377e+18,2024-08-05,POS,not ironic,podcaster,0.9962254762649536
1.820607834804925e+18,2024-08-05,POS,not ironic,performer,0.623307466506958
1.8206077406385807e+18,2024-08-05,NEG,ironic,activist,0.7115538716316223
1.82060709339041e+18,2024-08-05,NEG,not ironic,entrepreneur,0.9981259703636168
1.8206070161438725e+18,2024-08-05,NEU,ironic,activist,0.9465326070785522
1.820606526182289e+18,2024-08-05,NEU,ironic,influencer,0.887363076210022
1.8206047080058432e+18,2024-08-05,NEU,not ironic,journalist,0.9956342577934264
1.82060318970547e+18,2024-08-05,NEG,not ironic,podcaster,0.9962359070777892
1.820603128359556e+18,2024-08-05,NEU,not ironic,doctor,0.982620894908905
1.820603106025264e+18,2024-08-05,NEG,not ironic,musician,0.8131065964698792
1.820602708610499e+18,2024-08-05,NEG,not ironic,podcaster,0.9982414841651917
1.8206019640711744e+18,2024-08-05,NEU,ironic,influencer,0.9608643054962158
1.820601872882848e+18,2024-08-05,NEG,ironic,influencer,0.9920182824134828
1.820601762648412e+18,2024-08-05,NEU,not ironic,speaker,0.9749420881271362
1.820601464743404e+18,2024-08-05,NEG,ironic,influencer,0.6137322187423706
1.820601064917443e+18,2024-08-05,NEU,ironic,writer,0.9844194650650024
1.8206006911208284e+18,2024-08-05,NEU,ironic,entrepreneur,0.9889904260635376
1.820600526041756e+18,2024-08-05,NEU,ironic,writer,0.9750317931175232
1.8206000792893893e+18,2024-08-05,NEU,not ironic,writer,0.997019588947296
1.820599419093619e+18,2024-08-05,NEU,not ironic,journalist,0.8289431929588318
1.8205994148528333e+18,2024-08-05,POS,not ironic,writer,0.9838964343070984
1.8205988791059948e+18,2024-08-05,POS,not ironic,journalist,0.9957590699195862
1.820598528789693e+18,2024-08-05,NEU,ironic,writer,0.9935141801834106
1.8205980636075336e+18,2024-08-05,NEU,ironic,podcaster,0.9980913996696472
1.8205978798676416e+18,2024-08-05,POS,not ironic,freelancer,0.5899564623832703
1.8205964367041088e+18,2024-08-05,NEG,ironic,scientist,0.8605427145957947
1.8087566932678577e+18,2024-07-04,NEG,not ironic,writer,0.9975678324699402
1.808753838033445e+18,2024-07-04,NEU,not ironic,trader,0.8406314253807068
1.8087530193847055e+18,2024-07-04,POS,ironic,activist,0.948186993598938
1.808750053210608e+18,2024-07-04,NEG,not ironic,speaker,0.9754787683486938
1.8087457607895163e+18,2024-07-04,NEG,not ironic,influencer,0.8229690194129944
1.8087452820347044e+18,2024-07-04,NEG,ironic,influencer,0.7545447945594788
1.8087422826039992e+18,2024-07-04,NEG,ironic,speaker,0.9973433017730712
1.8087395444661412e+18,2024-07-04,NEG,not ironic,writer,0.8107312321662903
1.80873827482096e+18,2024-07-04,NEG,not ironic,freelancer,0.3932503163814544
1.8087278416488983e+18,2024-07-04,NEG,ironic,educator,0.9964291453361512
1.808726010658976e+18,2024-07-04,POS,not ironic,investigator,0.9734371304512024
1.8087225019558833e+18,2024-07-04,NEU,not ironic,journalist,0.8240319490432739
1.8087216036786463e+18,2024-07-04,POS,not ironic,performer,0.9950711131095886
1.8379752543268209e+18,2024-09-22,POS,ironic,speaker,0.9438332915306092
1.8379745145812544e+18,2024-09-22,POS,ironic,performer,0.7255434393882751
1.8379738477418127e+18,2024-09-22,NEG,ironic,influencer,0.9677197337150574
1.8379725330791672e+18,2024-09-22,NEU,ironic,journalist,0.9862817525863647
1.8379722301872287e+18,2024-09-22,POS,not ironic,entrepreneur,0.9979332089424132
1.83797160969889e+18,2024-09-22,NEG,ironic,blogger,0.8942577242851257
1.8379664940867136e+18,2024-09-22,NEG,ironic,retired,0.6172695755958557
1.837964868667806e+18,2024-09-22,NEG,not ironic,freelancer,0.6413637399673462
1.837964521224524e+18,2024-09-22,NEU,not ironic,activist,0.9836800694465636
1.837963477517804e+18,2024-09-22,NEU,ironic,activist,0.9321943521499634
1.8379633553254523e+18,2024-09-22,NEU,not ironic,writer,0.996227502822876
1.8379620233651487e+18,2024-09-22,NEG,not ironic,speaker,0.8171445727348328
1.83796130551006e+18,2024-09-22,NEG,ironic,editor,0.9956701397895812
1.8379603705368005e+18,2024-09-22,NEU,not ironic,performer,0.9979885816574096
1.837959472703996e+18,2024-09-22,NEU,not ironic,journalist,0.8884047865867615
1.8379573935500785e+18,2024-09-22,POS,ironic,activist,0.8878574967384338
1.8379557376597768e+18,2024-09-22,POS,not ironic,researcher,0.8946207761764526
1.8379548742284943e+18,2024-09-22,NEU,not ironic,podcaster,0.9942704439163208
1.837952887474819e+18,2024-09-22,NEG,not ironic,writer,0.9978400468826294
1.8379521973443256e+18,2024-09-22,POS,not ironic,politician,0.9921345710754396
1.8379505966005453e+18,2024-09-22,NEG,not ironic,speaker,0.8941104412078857
1.8379502709214945e+18,2024-09-22,NEG,ironic,influencer,0.951425850391388
1.837947431893586e+18,2024-09-22,NEG,ironic,speaker,0.9457104802131652
1.837946447662052e+18,2024-09-22,NEG,not ironic,writer,0.9508368372917176
1.8379451589330447e+18,2024-09-22,POS,not ironic,influencer,0.9978607892990112
1.837944997653754e+18,2024-09-22,NEU,not ironic,strategist,0.9470951557159424
1.837940818205688e+18,2024-09-22,NEG,not ironic,writer,0.9068627953529358
1.837939564671128e+18,2024-09-22,NEG,not ironic,journalist,0.9991526007652284
1.837938696110461e+18,2024-09-22,NEG,ironic,retired,0.9570285677909852
1.8379372173621824e+18,2024-09-22,NEG,not ironic,speaker,0.6421725749969482
1.8379355427736497e+18,2024-09-22,NEG,not ironic,activist,0.9064658880233764
1.8379316319711068e+18,2024-09-22,NEU,not ironic,writer,0.99223655462265
1.837931438714532e+18,2024-09-22,NEG,not ironic,influencer,0.9389175176620485
1.8379300740262336e+18,2024-09-22,NEG,ironic,journalist,0.9974418878555298
1.8379285249442324e+18,2024-09-22,NEU,not ironic,speaker,0.3256263434886932
1.8379283013752136e+18,2024-09-22,NEG,not ironic,teacher,0.9646440148353576
1.837923571236e+18,2024-09-22,NEG,not ironic,activist,0.9905767440795898
1.8379221062833807e+18,2024-09-22,NEU,ironic,freelancer,0.6295360326766968
1.837920907073147e+18,2024-09-22,NEG,not ironic,politician,0.9910739064216614
1.8379194644674524e+18,2024-09-22,NEG,ironic,retired,0.7584760189056396
1.837919344267076e+18,2024-09-22,NEU,not ironic,freelancer,0.6413637399673462
1.837918402343494e+18,2024-09-22,POS,not ironic,scientist,0.9960497617721558
1.8379174025098568e+18,2024-09-22,NEU,not ironic,podcaster,0.9983639121055604
1.8379153696855985e+18,2024-09-22,NEU,not ironic,influencer,0.915557324886322
1.83791515531502e+18,2024-09-22,NEG,not ironic,writer,0.988211989402771
1.8379150680648008e+18,2024-09-22,NEU,ironic,producer,0.9068535566329956
1.8379150219904164e+18,2024-09-22,NEG,not ironic,writer,0.9525387287139891
1.8379106214652764e+18,2024-09-22,NEG,ironic,podcaster,0.9949392676353456
1.8379092368204104e+18,2024-09-22,POS,not ironic,writer,0.9934396743774414
1.837908469154042e+18,2024-09-22,NEU,not ironic,activist,0.9965217113494872
1.837904457134228e+18,2024-09-22,NEU,not ironic,writer,0.8942349553108215
1.8379017645254328e+18,2024-09-22,NEU,not ironic,freelancer,0.99727201461792
1.8379015718556385e+18,2024-09-22,NEU,not ironic,activist,0.7955303192138672
1.837901195123528e+18,2024-09-22,POS,ironic,activist,0.8878574967384338
1.8379001416315044e+18,2024-09-22,POS,not ironic,writer,0.9975678324699402
1.8378971417227308e+18,2024-09-22,NEG,not ironic,influencer,0.9879847168922424
1.8378965085254408e+18,2024-09-22,NEG,ironic,journalist,0.9976305961608888
1.8378963812409016e+18,2024-09-22,NEG,not ironic,freelancer,0.6413637399673462
1.8378963812409016e+18,2024-09-22,NEG,not ironic,freelancer,0.6413637399673462
1.8378962366048384e+18,2024-09-22,NEU,not ironic,retired,0.7076743841171265
1.837895208086e+18,2024-09-22,NEG,not ironic,host,0.9915802478790284
1.8378950815686904e+18,2024-09-22,NEU,not ironic,performer,0.9817216992378236
1.8378934380474527e+18,2024-09-22,POS,not ironic,executive,0.9978103041648864
1.8378930185122e+18,2024-09-22,NEG,not ironic,author,0.9732771515846252
1.8378929785950003e+18,2024-09-22,NEU,ironic,influencer,0.95991313457489
1.837892853369856e+18,2024-09-22,NEU,not ironic,politician,0.9987437129020692
1.837891140206416e+18,2024-09-22,NEG,not ironic,founder,0.997588872909546
1.8378892403377075e+18,2024-09-22,NEU,ironic,speaker,0.9897435307502748
1.837887890501612e+18,2024-09-22,NEG,not ironic,speaker,0.9081105589866638
1.83788715440126e+18,2024-09-22,NEG,ironic,influencer,0.6923009753227234
1.837886878868976e+18,2024-09-22,NEG,not ironic,screenwriter,0.9960635304450988
1.837885515837686e+18,2024-09-22,POS,not ironic,activist,0.8613556027412415
1.8378847366492488e+18,2024-09-22,POS,not ironic,podcaster,0.9809950590133668
1.8378841380927288e+18,2024-09-22,NEU,ironic,politician,0.9942052364349364
1.8378826812347392e+18,2024-09-22,NEG,not ironic,writer,0.9976858496665956
1.8378806211226176e+18,2024-09-22,POS,not ironic,journalist,0.9967535138130188
1.8378805785923912e+18,2024-09-22,NEU,not ironic,writer,0.9943731427192688
1.8378796372563725e+18,2024-09-22,NEU,not ironic,politician,0.9973013997077942
1.837879412160976e+18,2024-09-22,POS,not ironic,performer,0.9976242780685424
1.837878682205e+18,2024-09-22,NEG,ironic,writer,0.9852207899093628
1.8378780495948063e+18,2024-09-22,POS,not ironic,performer,0.994552493095398
1.837876935705137e+18,2024-09-22,NEU,not ironic,educator,0.8273332118988037
1.8378768079508887e+18,2024-09-22,NEG,not ironic,freelancer,0.8585372567176819
1.837876582712509e+18,2024-09-22,NEU,not ironic,developer,0.9651755690574646
1.8386697694464292e+18,2024-09-24,NEG,not ironic,journalist,0.8289431929588318
1.860565648008708e+18,2024-11-24,NEU,not ironic,journalist,0.998389720916748
1.8605652174757809e+18,2024-11-24,NEU,not ironic,influencer,0.9342713356018066
1.8605650590527204e+18,2024-11-24,NEG,ironic,entrepreneur,0.9385553598403932
1.8605642830728645e+18,2024-11-24,POS,not ironic,retired,0.7778878808021545
1.8605629469605524e+18,2024-11-24,NEU,not ironic,writer,0.8942349553108215
1.8605586749445368e+18,2024-11-24,NEG,ironic,writer,0.99223655462265
1.8605577187354465e+18,2024-11-24,NEU,not ironic,podcaster,0.9766746759414672
1.8605553612181007e+18,2024-11-24,NEU,ironic,freelancer,0.3826748132705688
1.8605550954083087e+18,2024-11-24,NEG,ironic,speaker,0.8904113173484802
1.860554308506313e+18,2024-11-24,NEU,ironic,freelancer,0.7633128762245178
1.8605533969623567e+18,2024-11-24,POS,not ironic,activist,0.9848544597625732
1.8605527897906995e+18,2024-11-24,NEU,not ironic,youtuber,0.9952693581581116
1.860549838565196e+18,2024-11-24,NEU,not ironic,freelancer,0.492389440536499
1.860549452689195e+18,2024-11-24,POS,ironic,founder,0.997588872909546
1.860545451318985e+18,2024-11-24,NEG,not ironic,activist,0.9970434904098512
1.8605454468313585e+18,2024-11-24,NEU,not ironic,youtuber,0.9953265190124512
1.8605437673688763e+18,2024-11-24,POS,ironic,activist,0.9907296895980836
1.860543206787572e+18,2024-11-24,NEG,not ironic,speaker,0.7554492950439453
1.8605417357486904e+18,2024-11-24,POS,ironic,freelancer,0.7633128762245178
1.8605411815468728e+18,2024-11-24,NEG,ironic,lawyer,0.9981810450553894
1.8605390037512684e+18,2024-11-24,NEG,ironic,filmmaker,0.9572153091430664
1.860538635558261e+18,2024-11-24,NEU,not ironic,writer,0.9494199156761168
1.8605360443046257e+18,2024-11-24,NEU,not ironic,freelancer,0.8246683478355408
1.860534718233457e+18,2024-11-24,POS,not ironic,influencer,0.9731892943382264
1.8605320126725243e+18,2024-11-24,POS,not ironic,speaker,0.6000515222549438
1.8605292673411569e+18,2024-11-24,NEG,not ironic,photographer,0.9971848726272584
1.860528307365712e+18,2024-11-24,NEG,not ironic,activist,0.573815107345581
1.860527320286536e+18,2024-11-24,NEG,ironic,activist,0.9932698011398317
1.860527008649978e+18,2024-11-24,POS,not ironic,writer,0.983799397945404
1.860526902982628e+18,2024-11-24,POS,not ironic,politician,0.9874660968780518
1.8605264724417907e+18,2024-11-24,NEG,ironic,politician,0.9210495948791504
1.8605262203807089e+18,2024-11-24,NEU,ironic,Unknown,0.0
1.860522126983287e+18,2024-11-24,NEG,ironic,writer,0.9439388513565063
1.8605217914892657e+18,2024-11-24,NEG,ironic,writer,0.994118869304657
1.8605195052706488e+18,2024-11-24,NEG,ironic,writer,0.9968554377555848
1.8605186395285468e+18,2024-11-24,POS,not ironic,performer,0.6595009565353394
1.860518327858123e+18,2024-11-24,POS,not ironic,activist,0.9644862413406372
1.860517336588878e+18,2024-11-24,NEU,not ironic,performer,0.9818967580795288
1.8605171571442647e+18,2024-11-24,NEU,ironic,influencer,0.9327766299247742
1.860517108947288e+18,2024-11-24,POS,ironic,writer,0.9953771829605104
1.8605166322479148e+18,2024-11-24,NEG,ironic,performer,0.9979534149169922
1.860514935551214e+18,2024-11-24,NEG,ironic,author,0.9940248131752014
1.8605136282956884e+18,2024-11-24,NEU,not ironic,retired,0.3978102803230285
1.8605132862546573e+18,2024-11-24,NEG,not ironic,executive,0.995995819568634
1.860511174296765e+18,2024-11-24,NEG,not ironic,activist,0.9719436168670654
1.8605107043918195e+18,2024-11-24,NEU,not ironic,writer,0.998263418674469
1.8605103983083768e+18,2024-11-24,NEG,not ironic,speaker,0.8747818470001221
1.8605101344111537e+18,2024-11-24,NEG,not ironic,entrepreneur,0.990204691886902
1.8605096451623288e+18,2024-11-24,NEG,not ironic,podcaster,0.9557007551193236
1.8605092623482148e+18,2024-11-24,NEU,not ironic,writer,0.978703498840332
1.8605066783087867e+18,2024-11-24,NEU,not ironic,influencer,0.981019139289856
1.860505110733804e+18,2024-11-24,NEG,ironic,retired,0.7249271273612976
1.860503191768441e+18,2024-11-24,NEU,not ironic,developer,0.992331862449646
1.8605013846022515e+18,2024-11-24,NEU,not ironic,educator,0.9964291453361512
1.8605013491855488e+18,2024-11-24,NEG,not ironic,writer,0.8218419551849365
1.8362099299940024e+18,2024-09-18,NEU,not ironic,entrepreneur,0.9946883916854858
1.8362096086223017e+18,2024-09-18,NEU,not ironic,influencer,0.9782299399375916
1.8362090508133947e+18,2024-09-18,NEG,not ironic,influencer,0.9433870315551758
1.836208630166598e+18,2024-09-18,NEG,ironic,podcaster,0.9979031085968018
1.8362071915793329e+18,2024-09-18,NEG,ironic,writer,0.9970038533210754
1.8362071266219663e+18,2024-09-18,NEU,ironic,influencer,0.77174311876297
1.836206403100492e+18,2024-09-18,NEG,not ironic,professor,0.9946255087852478
1.836206055249826e+18,2024-09-18,NEG,not ironic,activist,0.9856436252593994
1.8362055087572544e+18,2024-09-18,POS,ironic,filmmaker,0.995535969734192
1.8362047252402504e+18,2024-09-18,NEG,not ironic,host,0.9943859577178956
1.8362040492233485e+18,2024-09-18,NEG,ironic,writer,0.9943197965621948
1.8362040468492823e+18,2024-09-18,NEG,ironic,politician,0.9970170259475708
1.8362036476270513e+18,2024-09-18,POS,ironic,writer,0.8714665770530701
